full_journey,nb_parcours
SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_tactique-SEO,1
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO,1
email_auto-REFERRAL-email_auto-DIRECT_ACCESS-email_auto-REFERRAL-email_auto-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-REFERRAL-AFFILIATION-REFERRAL,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-email_auto-AD_EXCHANGE_appnexus-email_auto,1
email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-REFERRAL-SEO,1
AFFILIATION-DIRECT_ACCESS-SEO,1
SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus,1
SEO-DIRECT_ACCESS-email_tactique-SEO-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
SEO-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-email_tactique-DIRECT_ACCESS-SEO-email_tactique-email_auto,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
SEO-email_auto-DIRECT_ACCESS-email_auto-SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
email_auto-REFERRAL-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-SEO-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-REFERRAL-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-REFERRAL-AFFILIATION,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-SEO-AFFILIATION-AD_EXCHANGE_appnexus-AFFILIATION,1
AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
SEO-AD_EXCHANGE_appnexus-SEO-AFFILIATION-AD_EXCHANGE_appnexus-SEO,1
DISPLAY-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-AFFILIATION-REFERRAL,1
email_auto-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-email_auto-REFERRAL-SEO-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL,1
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-SEO-email_auto-REFERRAL,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-email_auto-REFERRAL,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
SEO-REFERRAL-AD_EXCHANGE_appnexus,1
SEO-AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL,1
AFFILIATION-email_auto,1
SEO-DIRECT_ACCESS-email_auto-SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO,1
AD_EXCHANGE_appnexus-email_tactique-AD_EXCHANGE_appnexus-SEO-AFFILIATION,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
REFERRAL-SEO-REFERRAL-SEO-AD_EXCHANGE_appnexus,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-SEO-email_auto-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus,1
SEO-REFERRAL-SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-REFERRAL,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
AD_EXCHANGE_appnexus-DISPLAY-SEO,1
email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-email_auto-SEO,1
SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto,1
AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-SEO,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-email_auto-SEO,1
email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO,1
email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL,1
SEO-DIRECT_ACCESS-SEO-AFFILIATION-REFERRAL,1
SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-AFFILIATION-DIRECT_ACCESS-AFFILIATION-REFERRAL,1
AFFILIATION-REFERRAL-DIRECT_ACCESS,1
REFERRAL-AFFILIATION-SEO,1
SEO-email_tactique-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
email_auto-AD_EXCHANGE_appnexus-email_auto-AD_EXCHANGE_appnexus,1
SEO-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
email_auto-SEO-email_auto-DIRECT_ACCESS-SEO,1
SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-REFERRAL-email_tactique-email_auto-SEO-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-email_tactique-DIRECT_ACCESS-email_auto-SEO-email_auto-DIRECT_ACCESS-SEO,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-email_auto-REFERRAL,1
SEO-AD_EXCHANGE_appnexus-SEO-AFFILIATION-AD_EXCHANGE_appnexus-SEO-AFFILIATION-SEO-AFFILIATION,1
SEO-email_auto-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
email_auto-REFERRAL-email_auto-REFERRAL-SEO-email_auto-REFERRAL-email_auto-REFERRAL,1
AD_EXCHANGE_appnexus-email_auto-SEO-email_auto-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-email_auto-SEO-email_auto-SEO-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
email_auto-SEO-email_auto-SEO,1
DIRECT_ACCESS-email_auto-DIRECT_ACCESS-AFFILIATION-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_tactique-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto,1
REFERRAL-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
SEO-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
AD_EXCHANGE_appnexus-SEO-REFERRAL-email_auto-SEO-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-email_auto-SEO-REFERRAL,1
SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-SEO,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-email_tactique-SEO-email_auto-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
SEO-email_auto-SEO-email_auto-SEO,1
email_auto-REFERRAL-SEO-email_auto-REFERRAL-email_auto-REFERRAL-SEO-AD_EXCHANGE_appnexus-SEO,1
email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS,1
email_auto-AD_EXCHANGE_appnexus-DIRECT_ACCESS-email_auto,1
DIRECT_ACCESS-email_tactique-DIRECT_ACCESS-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
email_auto-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO,1
SEO-AFFILIATION-SEO-AD_EXCHANGE_appnexus-SEO-AFFILIATION,1
DIRECT_ACCESS-email_auto-SEO-email_auto-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-DIRECT_ACCESS-AFFILIATION-REFERRAL,1
DIRECT_ACCESS-AFFILIATION-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-REFERRAL-AFFILIATION-REFERRAL-SEO-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
SEA_Google_HM-SEA_Google_M-SEA_Google_HM-SEA_Google_M,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus,1
REFERRAL-SEO-DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
email_auto-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-email_tactique-email_auto,1
SEO-email_auto-REFERRAL-email_auto-REFERRAL-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL-SEO-AFFILIATION-REFERRAL,1
SEO-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-SEO,1
email_auto-SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-REFERRAL-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-email_auto,1
DIRECT_ACCESS-email_tactique-email_auto-DIRECT_ACCESS,1
email_auto-DIRECT_ACCESS-email_auto-SEO,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-AFFILIATION,1
AFFILIATION-REFERRAL-SEO-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
SEO-AFFILIATION-REFERRAL-SEO-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO,1
SEO-DIRECT_ACCESS-SEO-email_auto-SEO-email_auto-SEO-DIRECT_ACCESS-SEO-email_auto,1
SEO-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS,1
AFFILIATION-REFERRAL-DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-email_auto-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-SEO-email_auto-SEO-email_auto-SEO-email_auto-DIRECT_ACCESS,1
email_auto-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO,1
email_auto-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO-REFERRAL-AFFILIATION,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
SEO-AFFILIATION-DIRECT_ACCESS-SEO,1
DIRECT_ACCESS-SEO-REFERRAL-SEO,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-email_tactique-DIRECT_ACCESS-email_auto-SEO,1
SEO-email_auto-DIRECT_ACCESS-email_auto-SEO,1
AFFILIATION-SEO-AFFILIATION-DIRECT_ACCESS-AFFILIATION-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AFFILIATION-AD_EXCHANGE_appnexus-AFFILIATION,1
SEO-email_auto-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO,1
DIRECT_ACCESS-REFERRAL-AD_EXCHANGE_appnexus,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
email_auto-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-SOCIAL-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-email_auto-AD_EXCHANGE_appnexus,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
REFERRAL-SEO-AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus,1
DIRECT_ACCESS-email_auto-REFERRAL-SEO,1
DIRECT_ACCESS-email_auto-REFERRAL-email_auto-REFERRAL-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
email_auto-AFFILIATION-DIRECT_ACCESS,1
email_tactique-AFFILIATION-REFERRAL,1
SEO-DIRECT_ACCESS-REFERRAL-DIRECT_ACCESS,1
SEO-email_auto-REFERRAL-SEO-AD_EXCHANGE_appnexus,1
SEO-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
email_auto-AD_EXCHANGE_appnexus-email_auto-REFERRAL,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
SEO-email_tactique-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
REFERRAL-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-REFERRAL-email_auto-DIRECT_ACCESS,1
email_auto-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-SEO-email_auto-REFERRAL,1
SEO-email_auto-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-SEO-email_auto-AD_EXCHANGE_appnexus-SEO,1
SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-email_auto-SEO-email_auto-SEO,1
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL-AFFILIATION-SEO,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-REFERRAL-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
SEO-email_auto-REFERRAL-email_auto,1
DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-SEO-DIRECT_ACCESS-email_auto,1
SEO-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-SEO-email_auto,1
SEO-email_auto-SEO-AD_EXCHANGE_appnexus-SEO-email_auto,1
email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto,1
AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO,1
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus,1
DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-SEO,1
REFERRAL-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-AFFILIATION-REFERRAL,1
email_auto-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-SEO,1
email_auto-DIRECT_ACCESS-AFFILIATION-REFERRAL,1
AD_EXCHANGE_appnexus-email_auto-AFFILIATION-REFERRAL,1
SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
SEO-email_auto-REFERRAL-email_auto-SEO-email_auto-SEO,1
email_auto-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
email_auto-DIRECT_ACCESS-email_tactique-email_auto,1
DISPLAY-AD_EXCHANGE_appnexus,1
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-AFFILIATION-DIRECT_ACCESS-AFFILIATION-SEO,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO,1
AD_EXCHANGE_appnexus-email_auto-AD_EXCHANGE_appnexus-email_auto-SEO-email_auto,1
SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
DIRECT_ACCESS-AFFILIATION-AD_EXCHANGE_appnexus-AFFILIATION,1
REFERRAL-DIRECT_ACCESS-SEO-email_auto,1
SEO-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-DIRECT_ACCESS,1
REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus,1
DIRECT_ACCESS-SEO-AFFILIATION-DIRECT_ACCESS-AFFILIATION,1
DIRECT_ACCESS-email_auto-AD_EXCHANGE_appnexus,1
DIRECT_ACCESS-SEO-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
email_auto-SEO-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS,1
email_tactique-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
REFERRAL-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
email_tactique-AD_EXCHANGE_appnexus-email_tactique,1
SEO-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-email_auto-SEO,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO,1
AFFILIATION-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AFFILIATION,1
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-SEO-email_auto-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-SOCIAL,1
