full_journey,nb_parcours
DIRECT_ACCESS-email_auto-email_auto-email_auto-email_auto-SEO,1
SEO-AFFILIATION-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-SEO-DIRECT_ACCESS-email_auto-email_auto-email_auto-DIRECT_ACCESS-SEO-SEO-SEO-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
email_auto-email_auto-email_auto-email_auto-REFERRAL-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-email_auto-SEO,1
DIRECT_ACCESS-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-DIRECT_ACCESS,1
SEO-SEO-SEO-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-REFERRAL-REFERRAL-AFFILIATION-AD_EXCHANGE_appnexus-SEO,1
email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-email_auto-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto,1
email_auto-email_auto-email_auto-REFERRAL-email_auto,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus,1
email_auto-SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-REFERRAL-DIRECT_ACCESS-SEO-SEO-SEO-DIRECT_ACCESS-SEO-SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-DIRECT_ACCESS-email_auto-email_auto-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-SEO-SEO-REFERRAL-email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus,1
SEO-DIRECT_ACCESS-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO,1
DIRECT_ACCESS-AFFILIATION-AFFILIATION-DIRECT_ACCESS,1
SEO-SEO-SEO-SEO-SEO-DIRECT_ACCESS-SEO,1
email_auto-email_tactique-email_tactique-email_auto-email_auto-email_auto-email_tactique-email_tactique-email_tactique-email_auto-email_tactique-email_auto-email_auto-DIRECT_ACCESS,1
AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus,1
DIRECT_ACCESS-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus,1
SEO-SEO-SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M-SEA_Google_M,1
SEO-email_auto-REFERRAL-SEO,1
SEO-SEO-SEO-SEO-SEO-SEO-email_auto-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO-SEO-SEO-SEO-SEO-SEO,1
email_auto-email_auto-AFFILIATION,1
DIRECT_ACCESS-DIRECT_ACCESS-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-DIRECT_ACCESS-email_auto-email_auto-email_auto-email_auto-email_auto-SEO-SEO,1
SEO-SEO-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-DIRECT_ACCESS,1
SEO-SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
SEO-AFFILIATION-AFFILIATION-SEO,1
REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-DIRECT_ACCESS-DIRECT_ACCESS-SEO-SEO,1
SEO-SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus-SEO-SEO-SEO-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-REFERRAL-REFERRAL-REFERRAL-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
DIRECT_ACCESS-REFERRAL-SEO,1
DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-SEO-SEO,1
SEO-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO,1
SOCIAL-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus,1
REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-DIRECT_ACCESS-DIRECT_ACCESS-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-DIRECT_ACCESS-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-email_tactique-SEO-SEO,1
SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus,1
SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-email_tactique-DIRECT_ACCESS-SEO-SEO-SEO-email_tactique-email_auto,1
DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-SEO-REFERRAL-SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus,1
email_auto-email_auto-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
email_auto-DIRECT_ACCESS-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-SEO-SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO,1
SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-SEO-email_auto-email_auto-email_auto,1
SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-DIRECT_ACCESS,1
SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-SEO-SEO,1
DIRECT_ACCESS-email_auto-SEO-SEO-SEO-SEO-SEO-SEO-SEO-REFERRAL,1
SEO-SEO-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus,1
AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-SEO-SEO-SEO,1
DIRECT_ACCESS-SEO-AFFILIATION-REFERRAL-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-SEO,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-AFFILIATION-AFFILIATION-AFFILIATION-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-SEO-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO,1
AD_EXCHANGE_appnexus-REFERRAL-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus-SEO,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO,1
SEO-SEO-SEO-SEO-SEO-SEO-SEO-DIRECT_ACCESS-DIRECT_ACCESS,1
email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus-SEO,1
email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-email_auto,1
SEO-DIRECT_ACCESS-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-DIRECT_ACCESS-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-SEO-DIRECT_ACCESS-DIRECT_ACCESS-SEO-SEO-SEO-SEO-SEO-SEO-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
email_tactique-AD_EXCHANGE_appnexus,1
SEO-SEO-SEO-SEO-SEO-AD_EXCHANGE_appnexus-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-AD_EXCHANGE_appnexus-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO,1
SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO-SEO,1
DIRECT_ACCESS-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-SEO-AD_EXCHANGE_appnexus,1
email_tactique-email_tactique-email_tactique-email_auto-email_auto,1
email_auto-DIRECT_ACCESS-email_auto-email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-email_auto-email_auto-email_auto-email_auto-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO,1
SEO-SEO-SEO-DIRECT_ACCESS-DIRECT_ACCESS-SEO-SEO,1
DIRECT_ACCESS-email_auto-email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO-SEO,1
SEO-email_auto-DIRECT_ACCESS-email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
DIRECT_ACCESS-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS,1
email_tactique-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-DIRECT_ACCESS-email_auto-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-SEO-SEO-SOCIAL-SEO,1
SEO-SEO-DIRECT_ACCESS-SEO-SEO-SEO-SEO,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-SEO,1
REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-REFERRAL-REFERRAL-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL,1
email_auto-email_auto-SEO-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
email_tactique-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-SEO-AFFILIATION-AFFILIATION-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL-REFERRAL,1
SEO-SEO-SEO-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AD_EXCHANGE_appnexus-email_auto-SEO-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-DIRECT_ACCESS,1
email_auto-email_auto-DIRECT_ACCESS-email_auto-email_auto-DIRECT_ACCESS-SEO-email_tactique-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-REFERRAL-SEO-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-DIRECT_ACCESS,1
